created_at,id,text,truncated
2020-07-25 12:15:00,1286998385216684033,"The US has announced that it will not take in any new foreign students seeking online-only study, after rescinding a hotly contested order to expel those already in the country and preparing for that because of the #COVID19Pandemic.
#DonaldTrump
https://t.co/MSotiaqCo3",False
2020-07-25 12:12:42,1286997804905164800,Children playing games without wearing mask in containment zone Jodugullapalem in Visakhapatnam @NewIndianXpress @xpressandhra @Kalyan_TNIE @shibasahu2012 @Ravindra_TNIE https://t.co/I9UzClrANF,False
2020-07-25 12:10:15,1286997187642023936,"A #farmer forced to use his #daughters instead of oxen to pull the plough in his fields, due to financial crisis during #lockdown, in  #Chittoor district.

@NewIndianXpress @Kalyan_TNIE
#COVID19 #coronavirus #agriculture #farming #labour #farmanimals https://t.co/NKhRRrExb6",False
2020-07-25 11:55:55,1286993581279006721,"Has #COVID19 brought to the fore a kinder India? The New Sunday Express Magazine finds out. There are other reading delights too as our promo video highlights. 
@gsvasu_TNIE @etteth @Sunday_Standard @khogensingh1 
Subscribe here:  
https://t.co/nShFvhJBBa https://t.co/iaYXZHaEIs",False
2020-07-25 11:55:10,1286993390068883456,"Pondman Kaamegowda who has been admitted at Mandya institute of medical sciences after he tested positive. ""I am fine, no need to panic "" he tells. 

@NewIndianXpress @santwana99 @XpressBengaluru https://t.co/KJv1BTfKqo",False
2020-07-25 11:55:00,1286993348834754560,"A 22-year-old #COVID19 patient killed himself by jumping from the third floor of AIIMS building in Patna. Up to seven people have lost their lives in the state, by what appears to be a suicide, after being in quarantine. 
https://t.co/fac8i1c67P",False
2020-07-25 11:48:41,1286991760002969600,"#COVID19 update #Bhubaneswar

Total cases: 1828
From slums: 418
Death: 11
Active: 952

Symptomatic: 764
Asymptomatic: 1064

Cases in last 10 days: 969
Active: 873

#Odisha #coronavirus
@XpressOdisha @NewIndianXpress https://t.co/IYOxqdCyJr",False
2020-07-25 11:45:00,1286990832491405312,"Jenburkt Pharmaceuticals has launched #COVID__19 anti-viral drug #Favipiravir under the brand name 'Favivent' to treat mild and moderate #coronavirus symptoms at Rs 39 per tablet.
#CoronaVirusUpdates https://t.co/LGfcG6rID1",False
2020-07-25 11:38:46,1286989264140382208,A medical staff getting samples from a woman for covid-19 test   at  urban health centre in Tirupati on Saturday  @NewIndianXpress @xpressandhra @Kalyan_TNIE @shibasahu2012 @Ravindra_TNIE https://t.co/yZulFrQonv,False
2020-07-25 11:35:20,1286988400160051200,"With India mulling to invite Australia to join the next Malabar naval exercise, a top US diplomat has said that #Australia's participation along with other Quad members will be hugely beneficial in defending their mutual interests.
https://t.co/SZhe8DXNFI",False
2020-07-25 11:31:09,1286987349948153857,"""There is a gang, due to a misunderstanding, spreading false rumours,"" revealed legendary Oscar-winning music composer #ARRahman when he was asked whether his fans can expect more compositions for Hindi films from him in the coming decade.
#Bollywood
https://t.co/sRtxAPBR0j",False
2020-07-25 11:31:02,1286987317974990848,IT Kharagpur Researchers develop Novel Technology for #Covid_19 Rapid Test at a cost of ₹ 400/- per test. The tests results can be available in a customized smartphone application for dissemination within 1 hour @NewIndianXpress @TheMornStandard #CoronavirusIndia https://t.co/9FkL7U7Jde,False
2020-07-25 11:30:45,1286987246365634562,"#tnieupdatesoncovid19 
The @PIB_India @MoHFW_INDIA puts out a table of #Covid19, shows northward trend #Karnataka.
@NewIndianXpress @XpressBengaluru @santwana99 @CovidKarnataka @COVID19Tracking @DHFWKA @BBMPCOMM @CMofKarnataka @mla_sudhakar @sriramulubjp @RAshokaBJP @drashwathcn https://t.co/wNqrSmglaK",False
2020-07-25 11:30:29,1286987179122552833,"Rajyasabha member @GCC_MP has written letter to @PMOIndia demanding Bharathi Rathna (posthumously)
to Kannada cinema thespian Rajkumar 

@NewIndianXpress @santwana99 @sharadasrinidhi @XpressBengaluru @shivuaDDa https://t.co/sUjvBtV7vv",False
2020-07-25 11:15:00,1286983285193740288,"A division bench of the Telangana HC directed the micro-blogging platform Twitter to file a counter affidavit in the PIL filed seeking removal of ‘offensive’ posts linking the #COVID19 pandemic to Islam from its site.
@XpressHyderabad 
https://t.co/6BgjomVDpP",False
2020-07-25 11:10:00,1286982024344018945,""" The younger generation is not watching news channels. In a country like India, reading newspaper is a good habit but the demographic is going to overtake the trend, "" said @RonnieScrewvala at the #ExpressExpressions webinar. 
@gsvasu_TNIE @PrabhuChawla @Xpress_edex @kavereeb https://t.co/gKFpLmbMq9",False
2020-07-25 11:00:36,1286979658915880962,"#DilBecharaReview | Read on to know how #SushantSinghRajput and #SanjanaSanghi salvage it with their magnetic screen presence. 
#DilBechara 
https://t.co/kTqbiqsePR",False
2020-07-25 10:56:40,1286978669508927490,"After gradually ramping up its #COVID-testing capacity, #India hit a record high, conducting over 4.20 lakh tests in a day, the Union Ministry said.

Follow #COVID19 LIVE updates here:
https://t.co/DC0DVW4C8j",False
2020-07-25 10:50:00,1286976991263064064,""" Storytelling in the digital platforms will be much more flexible and the place where the best talent will grab attention,"" said @RonnieScrewvala at the #ExpressExpressions webinar. 
@gsvasu_TNIE @PrabhuChawla @XpressCinema @Xpress_edex @kavereeb @Eventxpress https://t.co/3dPstwA1jC",False
2020-07-25 10:45:00,1286975732791607296,"@xpressandhra Members of Scientists for People have expressed concern that two different independent inquiries, including the HPC, into #LGPolymers gas leak case, have not produced any worthwhile analysis of the incident.
@xpressandhra 
https://t.co/QiKB7RJLew",False
2020-07-25 10:40:34,1286974619056893953,Vidyut Jammwal is looking forward to the release of Khuda Haafiz on Disney+Hotstar VIP https://t.co/ipXMjfkmOG @VidyutJammwal #vidyutjammwal #KhudaHaafiz #KhudaHaafizTrailer,False
2020-07-25 10:40:19,1286974555798433793,"FC Barcelona legend and AL Sadd SC football club manager, Xavi Hernandez has tested positive for #coronavirus.
#Xavi #Barcelona #Covid_19 
https://t.co/224550jkZe",False
2020-07-25 10:39:00,1286974226000252933,"Karnataka will be observing a complete lockdown on Sunday. JMFC Court summons CM @BSYBJP. DCM @drashwathcn interacts with M S Ramaiah hospital management
@preejap13 and @vinodkumart5 gives more details
Editing @MeghanaSastry https://t.co/W7I6fVGJQb",False
2020-07-25 10:35:00,1286973218482520065,"Alleging that Kerala’s Opposition was doing everything the RSS wanted, CPM state secretary Kodiyeri Balakrishnan said the Congress and the BJP were working in unison to oppose the LDF government.
@xpresskerala 
https://t.co/eKWlrC4ksh",False
2020-07-25 10:23:07,1286970226458861568,"Amid the #COVID__19 #lockdown, students in Chennai receive their Class 12 marksheets from Presidency Govt Girls High School at Egmore. 
@xpresstn @shibasahu2012

Express Photos | @ashwinacharya05 https://t.co/8gec0rkwqX",False
2020-07-25 10:15:00,1286968185498083328,"Thiruvananthapuram district collector Navjot Khosa also asked all private hospitals to set up facilities to treat #COVID19 positive patients. 
@xpresskerala 
https://t.co/nJ4aZ8CIKM",False
2020-07-25 10:02:15,1286964975521562625,"#PositiveSide : This ZPHS Hindi teacher from Khammam rides his two decade old cycle for about 30km a day to spread awareness about #COVID__19

@Eatala_Rajender
@Collector_KMM
@puvvada_ajay
@SabithaindraTRS

https://t.co/EdbIdgyBIx",False
2020-07-25 10:01:06,1286964684768153600,"Puducherry's ongoing Legislative Assembly session will now be conducted in an open space after Opposition N R Congress legislator N S J Jayabal who attended the session, tested positive for #COVID19.
@xpresstn #COVID19India
https://t.co/HMPDteVgre",False
2020-07-25 09:49:49,1286961845115318272,"Lt Gen RP Singh, Western Army Commander alongwith Lt Gen Upendra Dwivedi, GOC,Rising Star Corps visited Basoli, Bakloh &amp; Mamun Military Stations to review current security sitn &amp; operational readiness.
He also reviewed operational preparedness in forward areas

@NewIndianXpress https://t.co/P4ZNXkXHQt",False
2020-07-25 09:47:00,1286961136324100096,"#Puducherry registered over 139 new #COVID19 cases and three deaths in the last 24 hours taking the total tally to 2654 cases and 38 deaths.
@xpresstn 
https://t.co/abhDImLPLE",False
2020-07-25 09:37:34,1286958765401497600,"Slamming the #Bihar govt and State CM #NitishKumar for inability to contain #COVID__19, RJD leader #TejashwiYadav pleaded, albeit sarcastically, with the CM not to remain 'invisible' amid the COVID19 pandemic and floods.
#BiharFloods @hajipurrajesh
https://t.co/7GAPeKhO7c",False
2020-07-25 09:37:12,1286958671298093056,"#Bhubaneswar #COVID19 updates: 
New cases: 111
Total cases: 1,828
@NewIndianXpress @XpressOdisha https://t.co/MbVqOSjrN2",False
2020-07-25 09:35:44,1286958304359411712,"- Two more COVID deaths reported in the state
- NIA to interrogate M Sivasankar on Monday
- CPM's Central Committee meeting starts today

Check out the major developments from Kerala

@NewIndianXpress @MSKiranPrakash https://t.co/dJkVBzJFG8",False
2020-07-25 09:35:00,1286958116807094272,"@SumiSukanya Puducherry's ongoing Legislative Assembly session will now be conducted in an open space after Opposition N R Congress legislator N S J Jayabal who attended the session, tested positive for #COVID19.
@xpresstn #COVID19India
https://t.co/HMPDteDFzG",False
2020-07-25 09:25:00,1286955600312639490,"@xpresskerala @ajaykanth7 @tobs_TNIE The NIA will inform the Enforcement Directorate and Income Tax Department about the seizure of Rs 1 crore in cash and 1kg of gold from lockers of #Goldsmugglingcase accused #SwapnaSuresh, to take necessary action in this regard. 
https://t.co/gxr8QvMaX5",False
2020-07-25 09:15:00,1286953084535570432,"According to sources,  Tamil Nadu government would adhere to the guidelines issued by the Centre for Independence day celebrations and public gathering will not be allowed. 
#COVID19
@xpresstn 
https://t.co/6lhjF7w0aB",False
2020-07-25 08:55:00,1286948051962269696,"The High Court of Kerala has asked the Executive Council of Central University to hear Avla Ramu out and take a decision ""with a lenient view"" within two months.
@george_TNIE 
https://t.co/9ReuqYAXDw",False
2020-07-25 08:45:41,1286945707283251200,"COVID positive MP CM Shivraj Singh Chouhan to be shifted to private Chirayu Hospital in Bhopal. His kin, ministerial colleagues and other team members to be tested for the infection.@NewIndianXpress @TheMornStandard",False
2020-07-25 08:39:31,1286944155420127233,"No social distance.. !!
Bengalure division will run a Shramik Special train today for Odisha,West Bengal &amp;Assam with stop at Nirgundi,Howrah, New Jalapaiguri.Tripura Vasini,registration&amp;medical at Palace ground, Bengaluru. @NewIndianXpress @XpressBengaluru @shibasahu2012 https://t.co/IKq1BEWu3N",False
2020-07-25 08:39:13,1286944080212029441,"#APGovt plans to start five skill development colleges in October. Industries Minister @MekapatiGoutham says Chief Minister @ysjagan would formally launch skill development colleges at #Kadapa, #Anantapur, #Eluru, #Ongole and #Nellore on October 2 @xpressandhra @NewIndianXpress",False
2020-07-25 08:35:00,1286943017916674050,"All political parties have agreed to join hands with the Kerala government to equip the local bodies to fight against the pandemic. 
#COVID19 
@xpresskerala 
https://t.co/G4Xuh6G9PW",False
2020-07-25 08:30:00,1286941760250245120,"@ashwinacharya05 @xpresstn @shibasahu2012 Madhya Pradesh Chief Minister #ShivrajSinghChouhan has confirmed that he has tested positive for #COVID19, thus becoming the first CM in India to test positive for the deadly virus.
https://t.co/62mm2QN9OR",False
2020-07-25 08:23:24,1286940099221917696,"Kochi’s temporary vendors an inevitable risk?
Though they cater to a fleeting crowd and don’t stick to Covid norms, the police are going easy on 
these sellers, not wanting to stop them from earning a livelihood

https://t.co/1qRpaqd1Y0 via @NewIndianXpress",False
2020-07-25 08:15:00,1286937987117469696,"Wildlife photographer @shaazjung, the man behind the enchanting pics of #BlackPanther Saya, narrates his experiences with wild cats. 
#Kabini
@xpresstn 
https://t.co/8706Xh67d3",False
2020-07-25 08:08:23,1286936319650717697,"WATCH: A brief sports news bulletin from The New Indian Express.

@NewIndianXpress @gsvasu_TNIE @indraneel0 @Siba_TNIE @khogensingh1 @MSKiranPrakash @Kalyan_TNIE @KrishnaRaoCHVM @arseinho https://t.co/jMInLPJIjh",False
2020-07-25 08:05:51,1286935682854694913,"Colleagues and friends of a police constable who ended his life on June 25, have come together to do the little they can for his teenage son – contribute some money to sustain his education and begin a new life. @NovinstonLobo
https://t.co/X8y4H1NwgC",False
2020-07-25 07:55:00,1286932954049118214,"""It’s going to be a big challenge and no matter when the vaccines are made, Indian vaccine companies will play a big role in bulk manufacturing, filling and distribution,” said Prof K Vijay Raghavan, principal scientific advisor. 
@balachauhan 
https://t.co/ZskTFBgj76",False
2020-07-25 07:54:21,1286932790601121793,"Disinfectants being sprayed at the #COVID19 testing centre at Kamarajar avenue in Chennai.
Express Photos | @ashwinacharya05 
@xpresstn @shibasahu2012 https://t.co/iluAxCZSjm",False
2020-07-25 07:35:01,1286927922482290689,"The Puducherry Assembly witnessed intense drama, when legislators of the ruling and opposition parties sprung up in protests minutes after Lieutenant Governor #KiranBedi began her inaugural address at the Budget Session. 
@xpresstn @Debjani_TNIE 
https://t.co/8MUSejZo0k",False
2020-07-25 07:30:02,1286926669039546368,"Congress workers take out a post card campaign in Mysuru against privatization move in railways on Saturday.
@XpressBengaluru @NewIndianXpress @santwana99 @vinodkumart5 https://t.co/s0jc1x7hiG",False
2020-07-25 07:20:58,1286924388864888832,"A Delhi court granted bail to a man accused in a case related to #DelhiRiots saying he was the sole accused in the matter and there was no supporting video evidence and neither was he named by any person.
#delhiriots2020 
https://t.co/4S1x9H434v",False
2020-07-25 07:18:53,1286923862228131840,"WATCH | A brief news bulletin from Tamil Nadu bureau of The New Indian Express.

Open the thread for detailed stories.

We are now in Facebook too. Follow our FB page https://t.co/sL3ID2in89 to get latest news updates from #TamilNadu .

@NewIndianXpress
@kv_navya https://t.co/XOh2XPyH7v",False
2020-07-25 07:17:59,1286923634930409472,"#COVID19 claims 10 more lives in #Odisha

3 from Ganjam, 2 each from Balasore &amp; Sundargarh, 1 each from Gajapati, Jharsuguda &amp; Rayagada succumb to the infectious disease during treatment.

Total death: 163
Due to Covid: 130
Other than Covid: 33

@XpressOdisha @NewIndianXpress https://t.co/o0gtHZNFz1",False
2020-07-25 07:15:00,1286922887509741568,"In Bejing, movie tickets must be booked in advance, attendance is capped at 30% of capacity and no eating or drinking is allowed during the show.
#COVID19 
https://t.co/89sWu4P4Mh",False
2020-07-25 07:09:38,1286921536092254208,"#12thstandard #schoolstudents receive their #marksheets from their school at #presidency girls high school in #egmore .
@xpresstn @NewIndianXpress @shibasahu2012 @haisat2005 https://t.co/KVWLTKHW2R",False
2020-07-25 07:05:00,1286920368360431617,"@SumiSukanya Madhya Pradesh CM #ShivrajSinghChouhan announced that he has tested positive for #coronavirus and urged all those who came in contact with him recently to get tested as well.
#CoronaVirusUpdates

Follow #COVID19 LIVE updates here👇
https://t.co/2UUwyb2ssx",False
2020-07-25 06:55:00,1286917853699092480,"A JMFC court summoned Karnataka CM B S #Yediyurappa in connection with his alleged violation of the code of conduct during November 2019 by-polls where he allegedly called upon a particular community's voters to ensure votes did not split.
@XpressBengaluru
https://t.co/zi0mtK2E68",False
2020-07-25 06:53:49,1286917554175225856,Madhya Pradesh Chief Minister Shivraj Singh Chouhan tests positive for COVID-19. Confirms it with a tweet. Asks all those who came in contact with him recently to get selves tested and self quarantine.@NewIndianXpress @TheMornStandard,False
2020-07-25 06:47:21,1286915925413830656,"Police, CRPF and army launched a joint search operation in Ranbirgarh area in the outskirts of #Srinagar in the early hours today to track down the militants hiding there. 
@iamfayazwani 
https://t.co/7x5eNyE4GQ",False
2020-07-25 06:35:00,1286912820110594048,"BJP chief J P Nadda asked the party leaders in Bihar to commit themselves to the relief works for #COVID19 and flood while also gearing up the election machinery for the upcoming Assembly elections.
https://t.co/tinHsWw6MZ",False
2020-07-25 06:25:52,1286910521107603457,#DharmanaKrishnaDas assumed charge as Deputy chief minister (revenue) formally on Saturday. Signed 2 files: validity of income certificate increased to 4 yrs and rice card holder do not require income certificate. @xpressandhra @NewIndianXpress https://t.co/8h5iOFlzjT,False
2020-07-25 06:15:01,1286907790842363905,"Senior Congress leader Prithviraj Chavan said the allegations puts a question on credibility and integrity of independent institutions like the Election Commission.
https://t.co/TBqfIe3sCh",False
2020-07-25 06:10:43,1286906706480394240,"Indian Navy has helped to recover body from Cape Rama in its ALH helicopter (Naval Air Station, INS Hansa). The crew assisted in locating and recovery of a body on 24 Jul 2020. Request was sent by the State Government to Headquarters Goa Naval Area.

@indiannavy
@NewIndianXpress https://t.co/Ucy2D7CCJB",False
2020-07-25 05:55:32,1286902888308981760,"6-yr-old boy, grandson of a bidi manufacturer,  who was kidnapped in Gonda &amp; kidnappers were demanding Rs 4 cr as ransom, rescued safely by UP STF @TheMornStandard @NewIndianXpress",False
2020-07-25 05:55:01,1286902756461158405,"Madhya Pradesh Congress chief Kamal Nath wrote to PM Modi mentioning that the federal structure of the country is under attack due to opposition governments being toppled in many states. 
https://t.co/RvHgTMrclM",False
2020-07-25 05:52:07,1286902028069822466,"Although the initial plan was to start the #IPL2020 by September 26, the #BCCI felt the need to advance it by a week as it would give sufficient time for the Indian team to prepare for their tour of Australia. @venkatatweets with the details
https://t.co/x6oiRF5sNi",False
2020-07-25 05:45:10,1286900276876599301,"At the #ExpressExpressions webinar @RonnieScrewvala, co-founder and chairman of @upGrad_edu said that the growth their platform was expected to hit in four years will be achieved in 18 months.
@PrabhuChawla @gsvasu_TNIE @kavereeb @Xpress_edex @Eventxpress 
https://t.co/mJhEfXMI0P",False
2020-07-25 05:36:04,1286897987994529793,"Rajasthan CM #AshokGehlot wants to smoke out the rebellion of 19 party lawmakers led by #SachinPilot, shutting out all escape routes from disqualification, as the whip comes into play in the Assembly.
@asnaniraajesh @richa_TNIE 
https://t.co/ApYakfA6DB",False
2020-07-25 05:21:27,1286894309233442817,"After successful operations against the Left Wing Extremists in #Kandhamal, @odisha_police is planning to reach out to families of Naxal cadres who it thinks can impress the CPI (Maoist) members to give up arms, reports @Asish_TNIE. 
https://t.co/aPMGKfxHY3 via @NewIndianXpress",False
2020-07-25 05:15:00,1286892685618446338,"Senior BJP leader Mukul Roy refused to accept the assessment, saying it does not reflect the ground-level reality, and suggested the party needs to work hard to aspire to reach that figure.
https://t.co/nsmHGjQXTS",False
2020-07-25 05:11:44,1286891863320850432,Puducherry AINRC MLA N S Jayabal who attended Assembly session tests positive for covid -19 . Assembly hall closed Session suspended till alternate place is decided upon @NewIndianXpress @xpresstn,False
2020-07-25 05:11:30,1286891807914131456,"#Odisha's Covid-19 Report For 24th July.
New Positive Cases: 1320
In Quarantine: 887
Local Contacts: 433
Ganjam: 560
Khurda: 174
New Recoveries: 808
Cumulative Tested: 446311
Positive: 24013
Recovered: 15200
Active Cases: 8650
@XpressOdisha @NewIndianXpress",False
2020-07-25 05:11:08,1286891711780683777,"The value of the old buildings of #Telangana Secretariat, which were being demolished, was estimated at Rs 97.82 crore, after depreciation. @XpressHyderabad",False
2020-07-25 05:10:52,1286891645590368257,"Finally it’s fixed. Now pay only Rs 2,000 for RTPCR inclusive of screening, confirmatory test and PPE kit at govt labs and Rs3,000 for pvt labs. 700 for antigen. Inform authorities if u r charged more @XpressBengaluru @santwana99 @NammaBengaluroo @DHFWKA @mla_sudhakar @WFRising https://t.co/9hukkQbxNn",False
2020-07-25 04:55:48,1286887853088096258,"Sectors with the highest share of “good quality loans” that might get affected, include general purpose loans by non-banking finance companies, generation of electricity, NBFCs in the housing sector and development financial institutions. 
@anu1122 
https://t.co/YRfTR0x572",False
2020-07-25 04:55:00,1286887652432650240,"ICMR scientists will collaborate with researchers at the AIIMS-Delhi where a group of recovered #COVID19 patients will be studied over a period of time to assess their antibody levels and its role in the coming months.
@SumiSukanya 
https://t.co/VQJLt2AZS3",False
2020-07-25 04:45:00,1286885135829196807,"India's #COVID19 tally climbed to 13,36,861 after recording more than 48,900 cases and 757 deaths in the last 24-hours.

Follow LIVE updates here👇 
https://t.co/0rI8E192VP",False
2020-07-25 04:35:00,1286882620547256321,"Chinese Ambassador to India Sun Weidong hit out at British High Commissioner to India Sir Philip Barton, saying there was no need for a third-party interference in a bilateral issue.
#IndiaChinaStandoff 
@PushkarBanakar 
https://t.co/7DUKNtchkh",False
2020-07-25 04:15:00,1286877588150005760,"Jammu and Kashmir Apni Party president #AltafBukhari, however, did not refer to revocation of Articles 370 and 35A. 
@iamfayazwani 
https://t.co/kkGsQztvcD",False
2020-07-25 04:10:03,1286876340155645952,"According to sources, the resorts are not likely to submit the details to the police as the managements argue that they do not fall under the jurisdiction of Rajasthan.
#RajasthanPoliticalCrisis 
@Harpreet_TNIE 
https://t.co/8aVIxIel0B",False
2020-07-25 04:08:21,1286875915662680066,Maharashtra Chief Minister Uddhav Thackeray in his marathon interview with his party mouth piece @Saamanaonline says he is not @realDonaldTrump to let people die in pandemic. I have to take care the health of people &amp; at the same time economy. @NewIndianXpress @Sunday_Standard,False
2020-07-25 03:55:00,1286872554993483777,"Maharashtra CM #UddhavThackeray's remarks come amid reports of alleged BJP attempts to topple the Congress-led Rajasthan government, soon after the fall of yet another Congress government in Madhya Pradesh.
@ss_suryawanshi 
https://t.co/FHnxApNh6G",False
2020-07-25 03:35:01,1286867523372187648,"#OPINION | The first thing to understand while reviewing our struggle against this pandemic is the complex nature of this calamity. Unlike floods, earthquakes or famines, this calamity knows no time limit, writes @vinay1011. 
#COVID19 
@gsvasu_TNIE 
https://t.co/TXbOpWtdUk",False
2020-07-25 03:26:30,1286865381089402880,"⚡️What has the #COVID19 crisis and the #lockdown taught us? How has the lockdown impacted the work culture? @TCS CTO Ananth Krishnan answers them. 
@gsvasu_TNIE @PrabhuChawla @SVaidhyasubrama @kavereeb @TNIEBiz @Xpress_edex @Eventxpress 

https://t.co/GLkWFzbZoa",False
2020-07-25 03:15:00,1286862486688456706,"Constitutional experts have opined that the Governor has to abide by the advice of the council of ministers, and will have to call the session of the assembly according to the constitution. 
#RajasthanPolitics 
@sardakanu_TNIE 
https://t.co/v1k65cLMdN",False
2020-07-25 03:06:44,1286860405587865603,"#DilBecharaReview | Did #SushantSinghRajput and #SanjanaSanghi's onscreen magic work? Know it all here. 
#SaifAliKhan #IMDb 
@TheHatmanTweets @XpressCinema 
https://t.co/9SBpCgamlf",False
2020-07-25 02:55:00,1286857456090591232,"India and China also agreed to maintain their ongoing engagements both at the diplomatic and military level, including through the meetings of WMCC. 
#IndiaChinaStandoff #ladakhstandoff 
@scribesoldier @PushkarBanakar 
https://t.co/aVIrcs2DGY",False
2020-07-25 02:35:00,1286852423471046656,"#TNIEeditorial | Inadequate training for contract workers, failure in following emergency protocols and overall, the absence of a culture where safety is given priority are among the other issues plaguing our industrial units. 
@gsvasu_TNIE @xpressandhra 
https://t.co/lwa1aV8E1N",False
2020-07-25 02:32:41,1286851838742945792,"As the number of Covid-19 positive cases continues to surge in the State capital, former minister in-charge of Bengaluru development KJ George has suggested a decentralized healthcare system @santwana99
https://t.co/kzZ8FoigSn",False
2020-07-25 02:00:11,1286843658604556289,"#OPINION | If the government wants to reap the benefits of the demographic dividend, it will need to refocus its education policies and work closely with states to fix both primary and secondary education, writes @ProsaicView. 
@gsvasu_TNIE @DrRPNishank 
https://t.co/XYd9I4nEqL",False
2020-07-25 01:30:07,1286836092201771008,"Despite facing stiff resistance, the then AK Antony govt had gone ahead with the move to start self-financing colleges in Kerala. Today, there is no shortage of health workers and health institutions in the state! 
@xpresskerala @HayoCyn @MSKiranPrakash 
https://t.co/Ess6uyJZmW",False
2020-07-25 01:00:08,1286828545705205760,"Differences over a strict new bankruptcy law led to a rift between the Government and the Reserve Bank of India, said former RBI Governor #UrjitPatel in his new book ' #Overdraft'.
@TNIEBiz 
https://t.co/IZXcmrzzzc",False
2020-07-25 00:30:05,1286820983240830976,"Nine of the 15 zones of the Chennai Corporation are free of any barricaded streets as the city now has just 62 containment zones in all. In June, there were about 230 containment zones.
@xpresstn @omjasvinMD 
https://t.co/st9vlIMvD7",False
2020-07-25 00:00:05,1286813433808248832,"Biju PK, a Karukutty native was suffering from Chronic Liver disease and cancer and liver transplantation was the only option but without even a bit of hesitation, his wife Liji Biju readily agreed to donate part of her liver for the surgery. @xpresskerala
https://t.co/LstlKiYK5o",False
2020-07-24 23:30:03,1286805878331576322,"The market share of #Chinese players in the Indian #smartphone market has fallen by 9 per cent in just three months because of supply chain constraints and growing anti-China sentiment.
#IndiaChinaStandoff @TNIEBiz 
https://t.co/beuynW2rRH",False
2020-07-24 23:00:02,1286798322141978625,"The Public Affairs Commission of the Syro Malabar Church urged the government to take immediate action to protect farmers, farms and livestock from wildlife attacks.
@xpresskerala 
https://t.co/xzS2sVXWCu",False
2020-07-24 22:30:17,1286790834713767938,"UK Prime Minister #BorisJohnson has dismissed campaigners seeking to oppose vaccinations, describing so-called #antivaxxers as “nuts’’.
https://t.co/l8LSDfESzU",False
2020-07-24 21:30:04,1286775681582608385,"A 25-year-old man from a village near Tamil Nadu's Mayiladuthurai was arrested for allegedly raping and impregnating his 14-year-old sister-in-law.
@xpresstn 
https://t.co/i7f8Y0QDHy",False
2020-07-24 21:17:23,1286772492179185664,"1640 cases of #CoronavirusOutbreak in Telangana. Reported deaths- 8
Karimnagar and Peddapalli see sharp spike in cases 

@NewIndianXpress https://t.co/0DBQ0QKVnZ",False
2020-07-24 21:17:06,1286772419030470656,"A woman died after an auto rickshaw she was travelling, washed away in a swollen stream at Kistarampally in Nalgonda district of #Telangana on Friday.
@XpressHyderabad @NewIndianXpress https://t.co/PgaZZUeiNV",False
